neighborhood_id,category_id,platform_id,period_date,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast
733,,2,2026-05-01,242,35467,17.04,21.64,36.21,37.0,8262.81,88777.88,2445605.84
733,,3,2026-05-01,1244,14715,30.58,41.46,14.08,49.57,15699.18,79960.93,1266151.64
734,,1,2026-05-01,1496,41389,22.56,41.02,12.4,16.13,15672.94,316283.31,5729457.99
734,,2,2026-05-01,720,17662,29.77,41.25,21.1,41.64,7468.96,582206.83,7963193.74
734,,3,2026-05-01,488,2153,23.45,49.85,9.27,23.6,17525.7,390358.59,4622301.92
735,,1,2026-05-01,340,65331,50.25,15.02,32.94,49.2,13193.35,303048.23,1186447.43
735,,2,2026-05-01,742,43396,44.48,15.96,37.47,23.64,12400.34,171029.37,5405939.43
735,,3,2026-05-01,434,25588,17.79,46.08,25.5,40.92,9942.73,277508.34,6004155.88
365,,1,2026-05-01,1052,15424,55.2,48.91,35.35,26.47,12975.46,543565.18,5223203.47
365,,2,2026-05-01,917,79190,51.28,19.18,14.14,33.5,15966.44,504049.29,2090917.23
365,,3,2026-05-01,1085,7860,44.92,43.89,35.0,18.66,11863.52,141059.37,5941789.57
364,,1,2026-05-01,347,3242,44.94,31.58,9.06,29.99,14370.23,82062.4,1132408.93
364,,2,2026-05-01,999,41107,43.73,35.83,33.27,16.16,9638.43,486810.19,3745301.99
364,,3,2026-05-01,1268,39350,33.05,24.01,24.87,36.68,16805.96,441796.37,3714186.96
366,,1,2026-05-01,1174,6415,26.5,46.17,31.17,14.08,3927.43,310303.14,4701430.26
366,,2,2026-05-01,184,6071,37.97,28.14,20.78,48.79,5664.28,193161.82,6321966.01
366,,3,2026-05-01,539,70481,46.14,30.97,34.92,24.22,5946.68,98323.98,7862749.18
119,,1,2026-05-01,592,65944,41.64,10.63,17.67,42.01,2158.85,234892.73,3996621.66
119,,2,2026-05-01,361,66234,56.8,26.47,36.09,17.88,4909.76,133125.28,7112236.59
119,,3,2026-05-01,1435,45327,25.44,27.28,39.37,40.3,10828.47,363768.2,2459186.34
120,,1,2026-05-01,621,37132,27.94,23.56,18.87,28.87,16246.15,535006.0,2774451.89
120,,2,2026-05-01,1066,57511,41.32,44.76,21.56,37.64,13717.89,512461.88,3729064.79
120,,3,2026-05-01,246,24595,18.71,23.31,17.84,41.65,13172.54,473592.38,6310461.09
121,,1,2026-05-01,877,24410,37.8,24.11,8.33,19.9,14380.16,528136.41,835725.7
121,,2,2026-05-01,759,76755,41.9,18.12,36.88,21.33,3637.96,72612.86,2391523.77
121,,3,2026-05-01,816,52911,15.83,16.11,31.66,38.14,11766.41,102161.73,2412897.5
643,,1,2026-05-01,964,47974,17.91,35.02,17.08,27.41,3308.2,236198.56,1830702.64
643,,2,2026-05-01,660,78189,30.57,49.14,24.21,28.61,16819.55,577720.15,7680062.77
643,,3,2026-05-01,483,47367,40.17,28.52,21.99,10.35,16694.61,540747.42,3707720.53
644,,1,2026-05-01,976,20084,38.59,15.81,32.37,26.19,2130.04,345431.64,5917074.52
644,,2,2026-05-01,1387,48796,28.02,38.46,14.7,29.16,13209.61,488145.49,3645437.13
644,,3,2026-05-01,434,47230,27.99,15.34,16.02,35.12,11817.46,304736.96,1599253.79
645,,1,2026-05-01,1166,39511,36.91,15.86,22.55,12.48,7301.86,87835.62,4730313.96
645,,2,2026-05-01,184,65747,26.24,44.28,36.56,25.33,14506.15,450902.75,2149955.0
645,,3,2026-05-01,857,25644,52.26,29.09,23.73,14.19,8119.29,437676.57,2913645.07
326,,1,2026-05-01,904,48313,29.45,42.19,36.43,22.3,15643.93,414315.7,2515499.42
326,,2,2026-05-01,159,58456,55.46,13.78,27.9,45.28,6473.17,494597.24,6546975.16
326,,3,2026-05-01,1277,50660,52.34,38.98,31.13,32.48,3384.43,110849.25,3059311.78
327,,1,2026-05-01,711,49413,30.32,26.8,30.07,38.04,9542.65,140203.64,3707871.22
327,,2,2026-05-01,830,28730,41.2,31.6,22.36,44.56,2305.29,367115.18,2243992.91
327,,3,2026-05-01,881,25914,47.85,40.82,39.0,31.17,12255.12,514589.52,815480.5
328,,1,2026-05-01,836,77416,29.75,42.77,28.54,16.63,13504.03,241000.73,6103893.61
328,,2,2026-05-01,1332,48621,28.92,33.86,6.34,11.47,8183.07,235749.21,3603651.74
328,,3,2026-05-01,768,59616,40.87,18.71,19.09,36.98,3941.44,364969.86,4266527.74
163,,1,2026-05-01,452,49975,17.7,36.41,24.84,29.33,8281.5,189032.6,1822401.7
163,,2,2026-05-01,263,34304,35.73,13.24,21.92,11.63,17333.68,515378.33,3465681.09
163,,3,2026-05-01,876,39116,29.53,38.47,5.09,17.76,7350.14,448856.37,1390990.54
164,,1,2026-05-01,1440,14345,17.39,29.28,9.14,49.06,13701.87,319215.75,6557399.27
164,,2,2026-05-01,920,2804,43.8,46.28,16.22,34.72,16367.46,226997.17,1019207.51
164,,3,2026-05-01,209,58469,18.33,28.41,29.55,21.96,13651.85,572372.62,4947499.03
165,,1,2026-05-01,821,68200,46.03,48.92,20.87,45.41,15374.17,537254.85,4823139.91
165,,2,2026-05-01,1004,67191,49.69,11.79,19.96,21.71,8107.06,190751.72,6098692.03
165,,3,2026-05-01,1230,4005,50.47,40.42,29.62,29.05,11351.1,306248.2,4657996.93
748,,1,2026-05-01,1147,10616,16.67,45.81,32.22,41.35,12566.89,376135.44,1801292.99
748,,2,2026-05-01,838,79486,21.59,49.66,27.33,29.49,16251.24,111699.99,7446108.44
748,,3,2026-05-01,679,6849,46.51,38.7,27.33,48.01,15585.08,480479.79,7725005.37
749,,1,2026-05-01,471,28592,37.31,30.77,38.55,48.64,13822.06,456089.47,4836678.75
749,,2,2026-05-01,184,22302,55.93,48.12,23.48,36.56,10690.64,175294.24,3237470.95
749,,3,2026-05-01,945,24690,47.39,17.4,28.27,22.26,5432.6,167388.55,3650319.77
751,,1,2026-05-01,490,55151,55.22,28.05,23.46,21.76,14419.96,541974.18,5084418.88
751,,2,2026-05-01,760,51843,23.86,38.94,24.19,22.85,12397.77,418689.38,1322162.36
751,,3,2026-05-01,313,39590,26.05,23.29,38.36,17.36,13477.9,420413.97,1750368.25
1,,1,2026-05-01,681,67359,41.99,20.96,9.5,24.48,11511.53,336636.05,7645236.98
1,,2,2026-05-01,1394,38471,48.45,23.24,6.35,15.57,12403.07,210704.86,6843728.49
1,,3,2026-05-01,225,74622,30.68,21.29,10.18,31.64,14973.84,599630.71,835529.8
2,,1,2026-05-01,789,28444,23.08,44.89,5.9,34.96,15571.14,156954.06,6923895.04
2,,2,2026-05-01,244,36833,48.3,43.33,11.7,41.77,15467.75,282164.19,3093896.55
2,,3,2026-05-01,1332,46500,31.71,31.92,9.73,42.56,5069.54,382294.16,5664526.9
3,,1,2026-05-01,1370,43524,38.65,46.04,16.18,15.23,10855.12,270454.04,5056089.16
3,,2,2026-05-01,303,8217,53.9,25.87,15.16,10.2,17663.69,402203.01,886608.93
3,,3,2026-05-01,823,43570,25.48,46.73,29.18,12.05,2833.53,507599.09,4178084.53
